id,network,perspective,name,title,organization,country,experience,last_updated
65653,Guidepoint,Competitor,Dominic Berry,"Investment banker, corporate",Hicks-Parker,Malta,"[""[{\""id\"": \""2af5b39c-8d7d-4a99-a5c4-f9a534205dc0\"", \""title\"": \""Geologist, wellsite\"", \""company\"": \""Graves-Ramirez\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""570b2fc4-d406-44f8-8da6-7748b9602a0c\"", \""title\"": \""Historic buildings inspector/conservation officer\"", \""company\"": \""Smith-Jackson\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""8fa7994d-85a7-4610-828b-225abb9daa03\"", \""title\"": \""Producer, radio\"", \""company\"": \""Rodriguez, Santos and Haas\"", \""duration\"": \""4 years\""}]""]",2024-09-10T17:02:57.965264
39393,Guidepoint,Competitor,Susan Caldwell,"Engineer, maintenance",Rollins and Sons,Finland,"[""[{\""id\"": \""294a7ad6-19ac-4010-ac1f-11b1a1473247\"", \""title\"": \""Curator\"", \""company\"": \""Franklin-Walker\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""f77ce705-ce61-42ec-9a8a-1301843ea30d\"", \""title\"": \""Engineer, energy\"", \""company\"": \""Diaz and Sons\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""603188d5-980b-4497-83f3-92633b649c17\"", \""title\"": \""Occupational hygienist\"", \""company\"": \""Booth, Hernandez and Martin\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""048b293b-1cc6-4aff-b1c6-1d50306db6f6\"", \""title\"": \""Drilling engineer\"", \""company\"": \""Terry PLC\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:57.965264
55315,AlphaSights,Customer,Jonathan Daniel,Meteorologist,Salas Group,Canada,"[""[{\""id\"": \""0757d1e6-af4e-4139-a609-14107c935940\"", \""title\"": \""Astronomer\"", \""company\"": \""Gonzalez, Lambert and Riley\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""5c6d4958-13f6-479d-816b-297310906ed8\"", \""title\"": \""Recruitment consultant\"", \""company\"": \""Burns-Zuniga\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""04c365c2-8dcd-4ec6-b00b-3881800b00ca\"", \""title\"": \""Manufacturing systems engineer\"", \""company\"": \""Valencia PLC\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""c61e4ed2-137a-4c3c-9b2d-fd606d9daec7\"", \""title\"": \""Sound technician, broadcasting/film/video\"", \""company\"": \""Marshall and Sons\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""7a483f79-77aa-4f2f-aa1b-4707a6312e88\"", \""title\"": \""Designer, multimedia\"", \""company\"": \""Schultz, Simpson and Mcmahon\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""f9969eaf-28ca-451a-94cc-bf9df12ff5b1\"", \""title\"": \""Recycling officer\"", \""company\"": \""Hahn, Garcia and Grant\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""4c8032fd-18c2-4f4a-b122-f76b0fad04d7\"", \""title\"": \""Designer, graphic\"", \""company\"": \""Lee, Valdez and Swanson\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""13fd1f1c-bb56-4ce7-95c8-6a81e6e5e011\"", \""title\"": \""Interior and spatial designer\"", \""company\"": \""Kane PLC\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:57.965264
99975,Guidepoint,Competitor,Raymond Vazquez,Therapeutic radiographer,Adams Group,Denmark,"[""[{\""id\"": \""c8fa5ddb-e628-4e4b-aa55-cbb444819fa1\"", \""title\"": \""Chief Financial Officer\"", \""company\"": \""Harding, Williams and Morrison\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""4d5691ea-bc46-42e6-b3c9-023605ab15ff\"", \""title\"": \""Aeronautical engineer\"", \""company\"": \""Rosales PLC\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""8bfdcfc4-dc99-4a6f-bf67-737d4d06d106\"", \""title\"": \""Government social research officer\"", \""company\"": \""Evans, Wilson and Barnes\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""a2324e4c-2a0c-48ea-a2d5-d80648ee9231\"", \""title\"": \""Special effects artist\"", \""company\"": \""Dixon-Ward\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""5038ed0e-b97e-4634-9097-17173e0c2829\"", \""title\"": \""Multimedia specialist\"", \""company\"": \""Taylor-Alvarez\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""69cf03da-1fe5-451b-aa21-e7ef7b5a25d5\"", \""title\"": \""Personal assistant\"", \""company\"": \""Reilly, Jackson and Martin\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""b90e72e1-1bc3-4745-9aca-22c901d327eb\"", \""title\"": \""Hydrologist\"", \""company\"": \""Hall, Cox and Gomez\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""b58d48b7-82e6-40ea-9854-02bd9621a296\"", \""title\"": \""Diplomatic Services operational officer\"", \""company\"": \""Ruiz-Cruz\"", \""duration\"": \""7 years\""}]""]",2024-09-10T17:02:57.965264
91671,Third Bridge,Former,Tamara Lopez,Sales executive,Fischer Ltd,Norway,"[""[{\""id\"": \""89f81a58-98c4-4874-a14b-faad859936f3\"", \""title\"": \""Surveyor, building\"", \""company\"": \""Ramirez Inc\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""6f65b3d8-60a5-4dbd-94c8-ff7c0bbf56f9\"", \""title\"": \""Hydrogeologist\"", \""company\"": \""Mcgee Ltd\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""f0979270-fe83-46c1-ada8-4213e3bde991\"", \""title\"": \""Animal technologist\"", \""company\"": \""Miller, Torres and Rodriguez\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""231e7ccd-912f-4e5b-a163-c80470ff8eff\"", \""title\"": \""Lighting technician, broadcasting/film/video\"", \""company\"": \""Mora-Martin\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""a20039be-e7de-4427-8218-671e7396257f\"", \""title\"": \""Software engineer\"", \""company\"": \""Smith-Wright\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""bf05d8a0-6028-41dc-9bbe-e96e8e6816c4\"", \""title\"": \""Air broker\"", \""company\"": \""Martinez Inc\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""a83e4b3d-1c40-48e6-849b-fe258d7e6ff9\"", \""title\"": \""Food technologist\"", \""company\"": \""Brooks-Washington\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:57.965264
24245,Third Bridge,Competitor,Cynthia Carlson,Counsellor,Moore Inc,Iceland,"[""[{\""id\"": \""a0cb5d15-8031-428a-b29a-5feee06b0066\"", \""title\"": \""Public relations account executive\"", \""company\"": \""Rodriguez and Sons\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""af6b1b16-b579-4687-a308-b26237b0c53d\"", \""title\"": \""Educational psychologist\"", \""company\"": \""Rodriguez, Smith and Lambert\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""511eb3f2-f2ef-41b1-8598-a05376008a48\"", \""title\"": \""Chief Financial Officer\"", \""company\"": \""Brooks-Scott\"", \""duration\"": \""5 years\""}]""]",2024-09-10T17:02:57.965264
79275,Dialectica,Competitor,Rebecca Olsen,Warden/ranger,Guzman Ltd,Malta,"[""[{\""id\"": \""b59fc9af-52fa-4154-8a0d-b6fa104e354c\"", \""title\"": \""Travel agency manager\"", \""company\"": \""Powell-Johnson\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""e4941917-3e79-4c0f-b918-bc0a230f4508\"", \""title\"": \""Occupational psychologist\"", \""company\"": \""Salas-Yates\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""aee67f20-dbfb-4b4d-8707-2aded0aa309f\"", \""title\"": \""Planning and development surveyor\"", \""company\"": \""Gonzalez-Foley\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:57.965264
5222,Third Bridge,Former,Kristin Kramer,Quality manager,Smith-Cook,Australia,"[""[{\""id\"": \""48fd6a5a-d10a-434a-94eb-fccdb65964d4\"", \""title\"": \""Media buyer\"", \""company\"": \""Johnson-Mclean\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""6909be03-9c9e-4b32-be66-62a3dffeca5b\"", \""title\"": \""Solicitor, Scotland\"", \""company\"": \""Hernandez-Dominguez\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""f52dc592-7ed7-4166-b9ef-aada51aca12a\"", \""title\"": \""Community arts worker\"", \""company\"": \""Newton-Webb\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""b7d2b9cc-d1c9-46f5-9040-82dd7c26730c\"", \""title\"": \""Surveyor, mining\"", \""company\"": \""Allen Inc\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""30d0e6dc-83b4-4e18-a3d3-be123b5e0150\"", \""title\"": \""Commercial art gallery manager\"", \""company\"": \""Best Group\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:57.965264
53229,Dialectica,Competitor,Sarah Malone,"Civil engineer, consulting",Roberts and Sons,Australia,"[""[{\""id\"": \""cfec8ef7-2fd3-4533-9485-912268617662\"", \""title\"": \""Orthoptist\"", \""company\"": \""Key-Sloan\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""11d2af5d-24fa-4ffd-9d4a-0fbd6fd749dc\"", \""title\"": \""Animal nutritionist\"", \""company\"": \""Christian-Benson\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""338ffaea-d4cc-4462-9efc-a69857634f42\"", \""title\"": \""Higher education careers adviser\"", \""company\"": \""Steele, Perry and Berry\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""0c28665f-73a3-491b-ac05-d36a26316fe7\"", \""title\"": \""Social research officer, government\"", \""company\"": \""Mccall, Arnold and Holt\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""8f142f49-8250-4e3f-bd47-14918a8947f0\"", \""title\"": \""Chemist, analytical\"", \""company\"": \""Morales, Blanchard and Miller\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""34b1c773-3f41-41f2-ba91-c0742b1d7a88\"", \""title\"": \""Plant breeder/geneticist\"", \""company\"": \""Mccormick, Torres and Baldwin\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""72bbc531-4e3c-45a6-88d9-e17643e4adaa\"", \""title\"": \""Product designer\"", \""company\"": \""Abbott, Moore and Andersen\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""a8f7ad79-43a6-45db-bdda-4a93e24f0cea\"", \""title\"": \""Public librarian\"", \""company\"": \""Bryant-Garcia\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:57.965264
54167,AlphaSights,Customer,Justin Norman,Proofreader,Barnett PLC,Norway,"[""[{\""id\"": \""8f487ed3-e851-4e4d-9872-9fced00a22fd\"", \""title\"": \""Research scientist (maths)\"", \""company\"": \""Dyer-Burns\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""6d78db8a-8e07-4eaa-927c-bada94595387\"", \""title\"": \""Scientific laboratory technician\"", \""company\"": \""Nelson-Brown\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""dc7febbd-0688-45de-b9e9-aebf181ec19f\"", \""title\"": \""Engineer, chemical\"", \""company\"": \""Trujillo, Richard and Rose\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""a869746b-fdc9-439b-a169-247272e4139e\"", \""title\"": \""Hospital doctor\"", \""company\"": \""Miller Inc\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:57.965264
42339,Dialectica,Customer,Tiffany Estrada,Ship broker,"Wells, Phillips and Ford",Switzerland,"[""[{\""id\"": \""5d91df8d-04dd-4f11-a181-890993fdb687\"", \""title\"": \""Orthoptist\"", \""company\"": \""Perkins-Johnson\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""f3e1e812-b400-4b30-9713-a5499d1f8a66\"", \""title\"": \""Phytotherapist\"", \""company\"": \""Williams-Miller\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""12fdfacc-e419-44b0-83d4-3f5b7870d313\"", \""title\"": \""Environmental consultant\"", \""company\"": \""Walton PLC\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""95a46d99-72a7-446e-a961-97fde6ecf258\"", \""title\"": \""Land/geomatics surveyor\"", \""company\"": \""Barnes-Guerrero\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""1fa4562c-1048-44eb-97af-6e035f1c403c\"", \""title\"": \""Product manager\"", \""company\"": \""Moore PLC\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""2c9b0cbf-5395-49e0-9f26-0c30d9c88796\"", \""title\"": \""Manufacturing systems engineer\"", \""company\"": \""Thompson and Sons\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""941a31fd-586d-4b90-ba51-ff3bc63b3ea5\"", \""title\"": \""Sports therapist\"", \""company\"": \""Johnson, King and Bullock\"", \""duration\"": \""4 years\""}]""]",2024-09-10T17:02:57.965264
78518,Dialectica,Customer,Timothy Morales,Geographical information systems officer,Gay PLC,Denmark,"[""[{\""id\"": \""7b19e53a-f7f1-4322-8c23-0043e21bc41c\"", \""title\"": \""Actor\"", \""company\"": \""Eaton-Thompson\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""9f2a3872-02d7-4ffb-a902-d7f5de07d91e\"", \""title\"": \""Operational investment banker\"", \""company\"": \""Carter Group\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""106ff2a6-c676-4307-9167-51342311b7d9\"", \""title\"": \""Programmer, applications\"", \""company\"": \""Higgins Ltd\"", \""duration\"": \""3 years\""}]""]",2024-09-10T17:02:57.965264
14945,AlphaSights,Former,Beth Long,"Engineer, automotive",Harding-Johnson,France,"[""[{\""id\"": \""5b61d8ec-1df9-4a48-b5aa-8a1bd3b54a14\"", \""title\"": \""Engineer, site\"", \""company\"": \""Kim-Knox\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""e8807e1a-607f-4598-a1cf-5d0221c109d7\"", \""title\"": \""Sub\"", \""company\"": \""Berg, Fernandez and Green\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""37ca51b5-2e2e-4603-a21f-db1040d4258a\"", \""title\"": \""Physicist, medical\"", \""company\"": \""Daniel, Pruitt and Hill\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""19e858e4-8a99-4848-b05c-dd199858828b\"", \""title\"": \""Civil engineer, consulting\"", \""company\"": \""Williams-Rivera\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""4dd3ffa7-db6b-4f46-b911-13aa3bb9ad3b\"", \""title\"": \""Building services engineer\"", \""company\"": \""Valdez-Richardson\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""9ed4235c-c8ad-490a-a698-04af766df528\"", \""title\"": \""Therapist, horticultural\"", \""company\"": \""Washington, Collier and Rodriguez\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""57f94a6b-cf3a-43e9-a99a-0beabcdfdce3\"", \""title\"": \""Osteopath\"", \""company\"": \""Smith Group\"", \""duration\"": \""9 years\""}]""]",2024-09-10T17:02:57.965264
96477,Third Bridge,Former,Jennifer Holland,Investment analyst,"Walsh, Klein and Larson",Canada,"[""[{\""id\"": \""6334f1fb-3438-4e7c-a0a0-867526b08405\"", \""title\"": \""Psychologist, sport and exercise\"", \""company\"": \""Wilson-Larson\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""007e2433-f2ac-45c4-b5f5-3e1638440e12\"", \""title\"": \""Archivist\"", \""company\"": \""Duran, Robinson and Phillips\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""6a776328-02c1-4561-b18a-16f594a1abd4\"", \""title\"": \""Learning mentor\"", \""company\"": \""Barnett-Stanton\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""eb40a5cb-cf12-4aea-b7a4-2f148f292288\"", \""title\"": \""Trading standards officer\"", \""company\"": \""Mitchell, Carter and Montgomery\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:57.965264
72280,AlphaSights,Customer,Robert Rogers,Medical secretary,Stark and Sons,United States,"[""[{\""id\"": \""247dd215-5b15-4bfb-bc24-6a9e39aae8bb\"", \""title\"": \""Runner, broadcasting/film/video\"", \""company\"": \""Esparza-Lowe\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""dec14cb4-28a5-45e8-bd24-c8b113e81e7c\"", \""title\"": \""Theatre director\"", \""company\"": \""Thomas Inc\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""64fbe9e6-fb72-476d-83be-b651b1e9780b\"", \""title\"": \""Neurosurgeon\"", \""company\"": \""Thornton, Holmes and Smith\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""6f7f6fc6-ab28-4581-b9ed-8472bbc87cc8\"", \""title\"": \""Paramedic\"", \""company\"": \""Nunez, Castro and Marsh\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""ca6f9b7d-21f9-4dfe-b262-33e20a5b0930\"", \""title\"": \""Art therapist\"", \""company\"": \""Frazier, Thornton and Jackson\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""a58f8b7e-ccc8-4418-8a5b-714c5fafbfac\"", \""title\"": \""Education administrator\"", \""company\"": \""Davenport-Adams\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:57.980889
96053,Guidepoint,Customer,Lisa Calderon,Restaurant manager,Lambert-West,Spain,"[""[{\""id\"": \""74b5943d-4ecb-4117-85a6-c7b7e8c629b1\"", \""title\"": \""Economist\"", \""company\"": \""Kelly, Owens and Graves\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""aea9bdad-a4dc-4eaf-bcf4-f612374ee2e4\"", \""title\"": \""Lawyer\"", \""company\"": \""Hughes-Camacho\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""d0cd4758-6381-4e6c-a266-ab858d775abb\"", \""title\"": \""Financial manager\"", \""company\"": \""Hayes, Hansen and Brown\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""1b244974-8fe6-4e8f-96d5-a7cf3bfe0d68\"", \""title\"": \""Geologist, wellsite\"", \""company\"": \""Benton-Mendoza\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""2fc46e51-abc4-4f27-96c3-2af2d537ad62\"", \""title\"": \""Visual merchandiser\"", \""company\"": \""Gomez, Williams and Nelson\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""a0f2c759-1511-4a61-bc38-acc442dcc5ca\"", \""title\"": \""Insurance underwriter\"", \""company\"": \""Brown-Cook\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""b210a54c-f2cc-41fc-b733-e55a70aa85d1\"", \""title\"": \""Psychotherapist\"", \""company\"": \""Russell-Taylor\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""54577d77-1d38-4fa0-85b7-10e96607d8b1\"", \""title\"": \""Soil scientist\"", \""company\"": \""Sellers Inc\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:57.980889
85143,Guidepoint,Former,Julie Madden,"Pharmacist, hospital",Hall-Schneider,Malta,"[""[{\""id\"": \""63a901ce-4f45-47fa-9161-ff6acf64e924\"", \""title\"": \""Editorial assistant\"", \""company\"": \""Silva-Bailey\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""07a90279-da7a-4f02-9530-7df39e585ea4\"", \""title\"": \""Health and safety inspector\"", \""company\"": \""Warren-Ward\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""bc6722a0-4f2e-4caa-824f-c1e335d4676d\"", \""title\"": \""Public relations account executive\"", \""company\"": \""Brown-Ramos\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""3157d979-3900-42b8-bfcc-f25b94d305e5\"", \""title\"": \""Therapeutic radiographer\"", \""company\"": \""Whitehead, Johnson and Edwards\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""ff9121b8-685a-429d-a257-80910d1ab12a\"", \""title\"": \""Farm manager\"", \""company\"": \""Mcdonald-Flores\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:57.980889
61869,AlphaSights,Former,Candice Mckenzie,Microbiologist,Brooks Group,Iceland,"[""[{\""id\"": \""bd3d6e27-a2ce-4e95-92f6-0ecc724279ab\"", \""title\"": \""Landscape architect\"", \""company\"": \""Campbell-Bryant\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""a0e41aa7-319b-4934-a702-6a483a95a38d\"", \""title\"": \""Health promotion specialist\"", \""company\"": \""Pena-Jackson\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""22cbe862-96c3-4bae-814a-9d264635b177\"", \""title\"": \""Print production planner\"", \""company\"": \""Yoder, Baxter and Hicks\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""51e056ed-4cd5-4e02-ba39-1f16090607de\"", \""title\"": \""Emergency planning/management officer\"", \""company\"": \""Ramos, Bradley and Lindsey\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""ae50cd09-dbfc-4864-94df-2cf7e49a0f34\"", \""title\"": \""Outdoor activities/education manager\"", \""company\"": \""Dixon, Lam and Bailey\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""c153a707-7edc-4902-b14e-a1d6e400e35a\"", \""title\"": \""Information systems manager\"", \""company\"": \""Trevino PLC\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""d4651674-cfc0-4cd0-aa72-8a0f8ee5c513\"", \""title\"": \""Industrial buyer\"", \""company\"": \""Bennett-Parrish\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""130d658b-6bf5-48f6-a00e-e98efc31d1a0\"", \""title\"": \""Proofreader\"", \""company\"": \""Pittman-Carson\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:57.980889
92535,Third Bridge,Competitor,Alan Moreno,Advertising copywriter,Bell-Contreras,Italy,"[""[{\""id\"": \""069e141c-a805-45d8-85c0-a1fdcca0056e\"", \""title\"": \""Programmer, systems\"", \""company\"": \""Moore, Ross and Vasquez\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""6d3d68d0-64e7-4a47-8e56-b3abe4b80dae\"", \""title\"": \""Writer\"", \""company\"": \""Knight, King and Powers\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""7ef77275-a3da-44af-825c-e591419c15d3\"", \""title\"": \""Forensic scientist\"", \""company\"": \""Brennan-Curry\"", \""duration\"": \""5 years\""}]""]",2024-09-10T17:02:57.985929
